ID,Name,Age,City,Department,Salary,Experience
147,Juan,36,Sevilla,Sales,93160,13
163,Maria,54,Malaga,HR,47121,36
172,Juan,27,Madrid,Operations,33783,2
154,Pedro,19,Madrid,HR,45140,0
148,Luis,45,Bilbao,Marketing,32975,13
164,Maria,56,Malaga,Operations,81745,10
173,Laura,28,Malaga,HR,54889,2
155,Laura,35,Madrid,IT,98160,8
149,Carmen,32,Valencia,Operations,77055,4
165,Carlos,20,Madrid,HR,97528,1
174,Pedro,60,Madrid,Finance,98427,32
156,Luis,35,Sevilla,Marketing,73563,16
150,Luis,34,Malaga,IT,78612,3
166,Laura,47,Valencia,IT,77197,16
175,Carlos,41,Bilbao,IT,93464,3
157,Pedro,25,Barcelona,IT,85417,4
181,Juan,64,Valencia,Finance,89294,1
167,Carmen,24,Barcelona,Sales,96361,3
176,Pedro,50,Bilbao,Marketing,98516,5
158,Maria,28,Valencia,IT,92128,10
182,Juan,30,Bilbao,Operations,55130,4
168,Laura,31,Bilbao,Marketing,51798,3
177,Ana,31,Bilbao,HR,79722,1
159,Maria,21,Madrid,HR,46810,2
183,Juan,31,Barcelona,Operations,83459,12
169,Luis,32,Sevilla,Finance,84642,3
178,Luis,54,Madrid,Operations,54948,26
160,Maria,23,Valencia,Finance,40245,5
184,Laura,31,Valencia,Marketing,94871,10
170,Luis,64,Malaga,Finance,55894,33
179,Juan,64,Valencia,Finance,89294,1
191,Pedro,45,Madrid,IT,85964,2
185,Pedro,47,Bilbao,Marketing,49239,21
201,Carmen,31,Sevilla,Finance,52941,13
180,Juan,30,Bilbao,Operations,55130,4
192,Carlos,26,Madrid,HR,52886,8
186,Maria,48,Bilbao,Marketing,92487,3
202,Juan,56,Barcelona,Sales,96820,12
211,Pedro,57,Sevilla,Operations,74424,13
193,Carlos,28,Valencia,Finance,99281,2
187,Luis,64,Malaga,Marketing,61682,35
203,Pedro,38,Barcelona,Marketing,59912,8
212,Carlos,61,Valencia,Marketing,49957,35
194,Pedro,42,Malaga,Operations,98621,12
188,Pedro,43,Bilbao,IT,46035,21
204,Carlos,63,Sevilla,Marketing,50823,37
213,Ana,49,Bilbao,Finance,89236,8
195,Carlos,43,Valencia,Sales,68066,20
189,Maria,64,Bilbao,Marketing,43167,42
205,Carlos,31,Barcelona,Operations,89169,8
214,Laura,34,Sevilla,Sales,31255,7
196,Pedro,18,Valencia,HR,40453,0
190,Carlos,64,Malaga,Operations,78482,16
206,Ana,29,Madrid,Finance,42210,6
215,Maria,20,Malaga,Sales,59570,1
197,Luis,42,Madrid,HR,86833,24
221,Carmen,32,Bilbao,Operations,67970,9
207,Carmen,27,Malaga,Sales,34157,6
216,Luis,54,Valencia,Marketing,67867,9
198,Juan,31,Valencia,Operations,44417,4
222,Juan,52,Valencia,Finance,86076,1
208,Carlos,41,Madrid,Sales,91210,16
217,Carlos,26,Valencia,HR,54003,1
199,Carmen,31,Sevilla,Finance,52941,13
223,Ana,31,Malaga,Operations,38030,6
209,Ana,49,Valencia,Sales,58219,23
218,Carmen,56,Madrid,IT,87580,2
200,Juan,56,Barcelona,Sales,96820,12
224,Laura,54,Madrid,Sales,93716,35
210,Juan,51,Malaga,Operations,59933,27
219,Carmen,32,Bilbao,Operations,67970,9
231,Juan,41,Malaga,Sales,80609,15
225,Pedro,23,Valencia,Sales,46023,1
241,Carmen,65,Bilbao,Marketing,93742,38
220,Juan,52,Valencia,Finance,86076,1
232,Ana,24,Sevilla,HR,70462,5
226,Carlos,34,Valencia,Finance,66256,12
242,Carmen,56,Madrid,HR,62775,12
251,Carmen,57,Bilbao,Sales,40629,6
233,Carmen,20,Barcelona,Finance,32393,0
227,Maria,47,Malaga,Sales,57979,11
243,Maria,55,Barcelona,Marketing,30488,26
252,Ana,23,Bilbao,Finance,41021,0
234,Carlos,21,Barcelona,IT,71964,0
228,Pedro,36,Bilbao,HR,30263,17
244,Ana,30,Barcelona,Operations,84017,12
253,Luis,64,Valencia,Operations,84378,36
235,Juan,42,Madrid,Sales,93773,5
229,Pedro,27,Valencia,HR,74016,0
245,Luis,37,Barcelona,HR,83540,17
254,Juan,54,Sevilla,Sales,65346,23
236,Laura,58,Malaga,Finance,40935,10
230,Laura,45,Madrid,Sales,58081,19
246,Laura,41,Sevilla,HR,96776,10
255,Carmen,49,Barcelona,Operations,79779,25
237,Juan,63,Madrid,HR,94835,4
261,Luis,63,Sevilla,Sales,42954,19
247,Laura,59,Valencia,Sales,80129,14
256,Juan,25,Sevilla,Marketing,60915,3
238,Pedro,34,Sevilla,Finance,35316,15
262,Carmen,39,Bilbao,Marketing,89691,2
248,Carmen,33,Malaga,Finance,98521,9
257,Carlos,34,Madrid,Marketing,86573,10
239,Carmen,65,Bilbao,Marketing,93742,38
263,Ana,56,Madrid,Sales,95840,32
249,Maria,23,Madrid,IT,31353,5
258,Luis,28,Sevilla,Finance,46781,10
240,Carmen,56,Madrid,HR,62775,12
264,Pedro,44,Malaga,IT,91500,16
250,Pedro,56,Sevilla,IT,36311,0
259,Luis,63,Sevilla,Sales,42954,19
271,Juan,30,Bilbao,Finance,66462,2
265,Carmen,37,Madrid,Operations,66130,8
281,Juan,61,Valencia,IT,75642,43
260,Carmen,39,Bilbao,Marketing,89691,2
272,Juan,57,Valencia,Marketing,62244,33
266,Ana,63,Barcelona,Marketing,91386,11
282,Pedro,40,Sevilla,Marketing,74804,13
291,Pedro,41,Malaga,IT,56000,3
273,Pedro,44,Madrid,IT,43622,22
267,Pedro,29,Valencia,Operations,54137,10
283,Pedro,40,Madrid,Sales,69699,5
292,Maria,53,Malaga,HR,80222,31
274,Pedro,24,Valencia,Sales,42048,0
268,Carlos,60,Barcelona,HR,64177,7
284,Juan,27,Valencia,Finance,73789,1
293,Ana,26,Malaga,HR,51967,4
275,Carmen,43,Bilbao,IT,64620,19
269,Carlos,37,Madrid,Finance,58437,11
285,Luis,63,Bilbao,Operations,63389,40
294,Luis,55,Bilbao,Finance,60058,31
276,Ana,26,Barcelona,Operations,75436,2
270,Carlos,64,Malaga,Operations,82752,7
286,Carmen,47,Madrid,Sales,51883,26
295,Carmen,19,Barcelona,Marketing,47164,0
277,Ana,57,Sevilla,IT,31111,0
301,Luis,61,Valencia,Finance,87216,24
287,Laura,59,Madrid,Finance,67660,33
296,Luis,52,Bilbao,IT,90575,34
278,Carmen,51,Barcelona,Marketing,94281,3
302,Laura,23,Madrid,Marketing,33580,0
288,Carmen,20,Bilbao,HR,58785,1
297,Carlos,27,Sevilla,Sales,37228,5
279,Juan,61,Valencia,IT,75642,43
303,Juan,50,Bilbao,Finance,42439,12
289,Carlos,54,Barcelona,Sales,49124,23
298,Maria,35,Sevilla,HR,71331,2
280,Pedro,40,Sevilla,Marketing,74804,13
304,Carmen,27,Barcelona,HR,67947,0
290,Pedro,42,Sevilla,Finance,36658,9
299,Luis,61,Valencia,Finance,87216,24
311,Carmen,44,Valencia,HR,37862,26
305,Ana,37,Malaga,Marketing,60194,2
321,Maria,60,Bilbao,Finance,64408,3
300,Laura,23,Madrid,Marketing,33580,0
312,Carmen,20,Malaga,Sales,34782,0
306,Carlos,56,Sevilla,IT,86419,4
322,Luis,46,Bilbao,HR,74450,4
331,Juan,34,Malaga,IT,48474,9
313,Carmen,54,Malaga,Finance,83335,15
307,Carlos,52,Barcelona,HR,84088,17
323,Laura,65,Madrid,HR,97185,9
332,Ana,47,Bilbao,Finance,50226,19
314,Carmen,54,Sevilla,Sales,95240,15
308,Carlos,58,Bilbao,Finance,84507,38
324,Carmen,35,Madrid,IT,53979,15
333,Pedro,44,Sevilla,Finance,46817,16
315,Ana,20,Bilbao,HR,41665,1
309,Ana,38,Bilbao,Sales,39285,2
325,Ana,62,Malaga,Operations,76602,11
334,Ana,44,Barcelona,Sales,96056,19
316,Ana,64,Sevilla,Sales,67314,39
310,Pedro,41,Valencia,Operations,42248,4
326,Luis,62,Valencia,Operations,52253,14
335,Ana,39,Valencia,IT,71831,19
317,Maria,52,Sevilla,Operations,89704,33
341,Carlos,26,Madrid,IT,77038,5
327,Laura,47,Bilbao,Sales,51859,17
336,Juan,25,Valencia,Finance,54084,0
318,Juan,27,Valencia,HR,82135,4
342,Maria,31,Madrid,Sales,76075,9
328,Carmen,52,Bilbao,Marketing,79021,8
337,Pedro,51,Sevilla,Marketing,67120,18
319,Maria,60,Bilbao,Finance,64408,3
343,Carmen,32,Valencia,HR,51339,10
329,Pedro,49,Valencia,IT,53701,13
338,Carlos,36,Madrid,IT,87514,5
320,Luis,46,Bilbao,HR,74450,4
344,Carmen,59,Sevilla,Sales,66695,31
330,Laura,51,Valencia,Sales,97788,19
339,Carlos,26,Madrid,IT,77038,5
351,Laura,36,Madrid,Finance,97391,13
345,Ana,20,Malaga,IT,63857,0
361,Juan,60,Valencia,IT,49304,25
340,Maria,31,Madrid,Sales,76075,9
352,Maria,54,Barcelona,Marketing,52237,23
346,Laura,60,Sevilla,HR,48882,0
362,Laura,48,Sevilla,IT,34098,9
371,Carlos,32,Bilbao,IT,88343,12
353,Luis,54,Madrid,HR,80032,3
347,Pedro,56,Madrid,HR,71718,22
363,Pedro,27,Valencia,Sales,37078,0
372,Carmen,41,Valencia,IT,72607,10
354,Carmen,41,Bilbao,IT,50467,11
348,Carmen,56,Valencia,Finance,95257,36
364,Maria,61,Malaga,Marketing,35572,5
373,Maria,24,Madrid,Operations,83266,0
355,Carmen,59,Sevilla,Operations,83626,7
349,Pedro,51,Madrid,Operations,91146,18
365,Carlos,58,Barcelona,Operations,60242,5
374,Juan,61,Barcelona,Operations,77599,39
356,Carlos,42,Valencia,Finance,53371,7
350,Maria,40,Sevilla,Operations,40570,16
366,Laura,37,Madrid,Operations,81372,6
375,Luis,55,Malaga,Finance,70265,16
357,Carmen,42,Malaga,IT,91407,9
381,Carmen,53,Barcelona,Marketing,38525,10
367,Carlos,47,Valencia,Operations,77625,18
376,Juan,33,Madrid,IT,79556,0
358,Carlos,34,Bilbao,Finance,32810,16
382,Carmen,40,Bilbao,HR,34528,0
368,Carmen,48,Barcelona,Operations,98054,26
377,Juan,49,Sevilla,Marketing,55938,22
359,Juan,60,Valencia,IT,49304,25
383,Pedro,43,Malaga,Finance,96927,20
369,Maria,56,Malaga,HR,94085,30
378,Laura,29,Sevilla,Operations,47669,6
360,Laura,48,Sevilla,IT,34098,9
384,Laura,28,Sevilla,Finance,63018,10
370,Luis,43,Malaga,Finance,56281,16
379,Carmen,53,Barcelona,Marketing,38525,10
391,Maria,60,Valencia,HR,83832,39
385,Ana,22,Valencia,Sales,65737,4
401,Maria,38,Malaga,IT,50460,4
380,Carmen,40,Bilbao,HR,34528,0
392,Luis,60,Bilbao,IT,78100,41
386,Laura,59,Barcelona,Marketing,90355,10
402,Carmen,26,Bilbao,Finance,81535,1
411,Juan,42,Malaga,IT,82212,11
393,Carlos,65,Valencia,Marketing,95894,38
387,Luis,29,Barcelona,Sales,50817,8
403,Laura,37,Madrid,Finance,32945,7
412,Carlos,27,Malaga,Marketing,55414,5
394,Maria,24,Malaga,Finance,88882,5
388,Luis,55,Malaga,Marketing,49892,30
404,Maria,53,Malaga,Sales,51299,0
413,Laura,59,Malaga,Finance,48971,38
395,Carmen,25,Sevilla,IT,99838,7
389,Pedro,38,Madrid,HR,36451,11
405,Pedro,49,Valencia,Marketing,82004,16
414,Ana,42,Sevilla,Marketing,40561,13
396,Maria,28,Barcelona,Operations,96463,10
390,Maria,42,Malaga,HR,56212,12
406,Carmen,46,Madrid,IT,48324,7
415,Ana,50,Valencia,Finance,80154,8
397,Carlos,29,Valencia,IT,54212,5
421,Luis,46,Sevilla,IT,82094,11
407,Pedro,19,Valencia,Finance,78109,0
416,Carmen,20,Madrid,IT,92674,2
398,Carmen,62,Madrid,Marketing,73541,4
422,Luis,41,Madrid,Marketing,69321,16
408,Ana,51,Sevilla,Marketing,45380,15
417,Ana,30,Madrid,Sales,37193,8
399,Maria,38,Malaga,IT,50460,4
423,Pedro,47,Malaga,Operations,53849,14
409,Juan,64,Sevilla,Operations,69915,7
418,Maria,51,Malaga,Marketing,93966,2
400,Carmen,26,Bilbao,Finance,81535,1
424,Ana,33,Malaga,Operations,79060,14
410,Carlos,52,Malaga,Marketing,35849,11
419,Luis,46,Sevilla,IT,82094,11
431,Maria,46,Sevilla,Finance,49181,25
425,Luis,33,Madrid,Marketing,81895,10
441,Pedro,61,Valencia,Operations,60309,41
420,Luis,41,Madrid,Marketing,69321,16
432,Pedro,47,Madrid,Operations,50499,13
426,Laura,20,Bilbao,Sales,46594,1
442,Maria,18,Valencia,Finance,49014,0
451,Maria,36,Madrid,IT,43917,17
433,Carmen,21,Sevilla,Marketing,51834,2
427,Maria,20,Sevilla,Finance,97574,1
443,Juan,39,Sevilla,Finance,44302,12
452,Luis,25,Valencia,Finance,78064,4
434,Pedro,29,Malaga,Sales,69010,3
428,Carmen,58,Valencia,Sales,51489,9
444,Laura,48,Sevilla,Finance,51269,16
453,Pedro,54,Malaga,Marketing,73291,34
435,Ana,23,Valencia,Marketing,30110,1
429,Carlos,20,Madrid,Sales,66500,2
445,Laura,36,Valencia,HR,83890,9
454,Luis,35,Valencia,HR,51532,7
436,Juan,57,Madrid,Sales,48334,38
430,Carlos,60,Malaga,Finance,53718,0
446,Ana,29,Barcelona,Finance,95892,9
455,Carlos,55,Sevilla,Finance,97536,27
437,Pedro,65,Malaga,Marketing,48476,19
461,Carmen,30,Malaga,Finance,37548,3
447,Carlos,54,Madrid,HR,91569,7
456,Maria,31,Valencia,Marketing,89902,10
438,Carmen,39,Malaga,Marketing,83817,17
462,Laura,52,Bilbao,Sales,45447,9
448,Ana,60,Sevilla,Operations,68142,35
457,Luis,20,Barcelona,Finance,95656,1
439,Pedro,61,Valencia,Operations,60309,41
463,Juan,41,Valencia,Operations,36590,22
449,Ana,36,Valencia,Finance,34551,7
458,Carlos,34,Sevilla,Marketing,76227,11
440,Maria,18,Valencia,Finance,49014,0
464,Ana,28,Madrid,Sales,86458,1
450,Maria,34,Barcelona,Marketing,52821,12
459,Carmen,30,Malaga,Finance,37548,3
471,Ana,61,Valencia,Finance,66834,9
465,Carlos,50,Bilbao,Marketing,33720,22
481,Ana,26,Malaga,Operations,48859,7
460,Laura,52,Bilbao,Sales,45447,9
472,Juan,49,Barcelona,IT,73427,19
466,Luis,63,Barcelona,IT,56469,34
482,Pedro,64,Bilbao,Marketing,67629,38
491,Carmen,42,Bilbao,Finance,50203,21
473,Pedro,37,Barcelona,Sales,83139,5
467,Luis,63,Valencia,Marketing,71566,36
483,Juan,52,Valencia,Operations,91066,33
492,Luis,50,Barcelona,HR,46964,0
474,Carlos,56,Malaga,Finance,62354,7
468,Laura,33,Madrid,Sales,52830,6
484,Maria,47,Madrid,Sales,62766,11
493,Juan,54,Malaga,Marketing,31500,30
475,Ana,29,Madrid,Finance,62777,4
469,Ana,51,Barcelona,Sales,73315,8
485,Laura,47,Sevilla,Sales,71609,28
494,Laura,42,Madrid,IT,35089,3
476,Maria,24,Barcelona,Finance,79846,6
470,Juan,36,Sevilla,HR,77079,7
486,Luis,23,Malaga,IT,67701,0
495,Ana,44,Valencia,Sales,31097,17
477,Maria,55,Barcelona,Sales,63390,19
501,Ana,18,Sevilla,Operations,74821,0
487,Carlos,62,Malaga,Finance,42893,33
496,Juan,52,Bilbao,IT,44165,24
478,Ana,25,Malaga,Operations,46615,3
502,Maria,51,Valencia,Finance,38144,11
488,Juan,21,Madrid,Sales,76127,0
497,Laura,59,Madrid,IT,99438,20
479,Ana,26,Malaga,Operations,48859,7
503,Juan,27,Bilbao,Finance,75971,1
489,Maria,48,Bilbao,Finance,66835,30
498,Laura,56,Valencia,Finance,63853,26
480,Pedro,64,Bilbao,Marketing,67629,38
504,Juan,61,Valencia,HR,76566,16
490,Juan,54,Sevilla,HR,54593,2
499,Ana,18,Sevilla,Operations,74821,0
511,Carlos,28,Madrid,Operations,42590,4
505,Carlos,30,Madrid,Operations,91799,0
521,Carlos,27,Sevilla,Finance,88400,5
500,Maria,51,Valencia,Finance,38144,11
512,Maria,38,Madrid,Sales,92001,13
506,Maria,46,Barcelona,Sales,97476,1
522,Laura,26,Bilbao,Operations,43536,4
531,Ana,52,Bilbao,HR,63366,23
513,Maria,23,Malaga,Operations,35534,4
507,Carmen,22,Valencia,Sales,35472,1
523,Juan,55,Bilbao,Operations,67794,17
532,Ana,65,Sevilla,HR,66261,13
514,Luis,59,Malaga,Sales,52366,4
508,Juan,46,Bilbao,Sales,89616,18
524,Pedro,53,Barcelona,IT,64753,10
533,Pedro,44,Barcelona,Marketing,44863,0
515,Carlos,56,Barcelona,Marketing,72624,0
509,Pedro,33,Barcelona,Finance,71316,2
525,Pedro,64,Barcelona,HR,64027,28
534,Maria,60,Bilbao,Operations,61412,35
516,Luis,28,Sevilla,IT,39749,7
510,Maria,31,Madrid,IT,33607,11
526,Luis,36,Bilbao,Marketing,82100,8
535,Laura,61,Madrid,Sales,86600,43
517,Carlos,22,Madrid,HR,64136,4
541,Juan,48,Bilbao,Marketing,40158,8
527,Pedro,55,Barcelona,Operations,96696,13
536,Maria,46,Madrid,Finance,47629,6
518,Luis,46,Madrid,IT,50671,13
542,Maria,39,Valencia,Finance,98971,13
528,Luis,31,Malaga,Marketing,63904,10
537,Pedro,56,Malaga,Finance,47163,19
519,Carlos,27,Sevilla,Finance,88400,5
543,Ana,43,Barcelona,Marketing,36158,2
529,Carmen,53,Bilbao,HR,60107,11
538,Pedro,18,Barcelona,Finance,31363,0
520,Laura,26,Bilbao,Operations,43536,4
544,Ana,49,Sevilla,IT,73211,24
530,Pedro,56,Valencia,Sales,42786,15
539,Juan,48,Bilbao,Marketing,40158,8
551,Carmen,33,Barcelona,Finance,46624,13
545,Ana,50,Madrid,Sales,51226,28
561,Maria,57,Barcelona,Sales,58768,33
540,Maria,39,Valencia,Finance,98971,13
552,Luis,58,Sevilla,Finance,65546,15
546,Juan,44,Madrid,Finance,89985,1
562,Luis,62,Barcelona,Sales,41118,44
571,Maria,36,Bilbao,Operations,41509,1
553,Carlos,32,Barcelona,Operations,31671,5
547,Pedro,51,Barcelona,Marketing,53088,17
563,Pedro,55,Malaga,HR,40188,8
572,Ana,54,Bilbao,Finance,55855,8
554,Juan,34,Madrid,Finance,63068,10
548,Maria,40,Valencia,Marketing,45758,19
564,Ana,46,Valencia,HR,43017,27
573,Juan,42,Barcelona,Marketing,66906,17
555,Laura,19,Barcelona,Sales,67618,1
549,Ana,54,Madrid,HR,97237,28
565,Juan,55,Barcelona,Sales,50821,19
574,Ana,56,Sevilla,Operations,64571,36
556,Maria,45,Bilbao,Sales,42627,2
550,Juan,61,Malaga,Marketing,73333,5
566,Juan,57,Sevilla,HR,38789,13
575,Carmen,30,Madrid,IT,36107,8
557,Maria,32,Valencia,HR,87564,7
581,Luis,28,Madrid,IT,69934,7
567,Pedro,48,Sevilla,IT,53281,27
576,Ana,28,Barcelona,Operations,64282,10
558,Carlos,38,Valencia,Sales,80599,5
582,Juan,58,Madrid,HR,91971,31
568,Juan,28,Madrid,HR,48796,9
577,Laura,35,Barcelona,Finance,97449,0
559,Maria,57,Barcelona,Sales,58768,33
583,Juan,50,Madrid,IT,43006,29
569,Ana,52,Madrid,Marketing,44708,16
578,Luis,23,Madrid,Operations,75082,0
560,Luis,62,Barcelona,Sales,41118,44
584,Carlos,58,Madrid,Marketing,60274,28
570,Juan,25,Malaga,Sales,60297,1
579,Luis,28,Madrid,IT,69934,7
591,Carmen,37,Bilbao,Marketing,97026,2
585,Ana,35,Madrid,IT,62763,2
601,Laura,63,Bilbao,Finance,43201,19
580,Juan,58,Madrid,HR,91971,31
592,Laura,43,Sevilla,Sales,50920,18
586,Maria,43,Barcelona,Operations,74969,0
602,Ana,52,Barcelona,HR,61179,10
611,Luis,60,Sevilla,IT,92812,40
593,Carlos,27,Malaga,Operations,79579,7
587,Ana,52,Malaga,Marketing,91679,32
603,Juan,26,Sevilla,Marketing,42257,1
612,Pedro,42,Madrid,Marketing,79693,13
594,Pedro,19,Madrid,Operations,92060,0
588,Pedro,48,Barcelona,HR,86240,14
604,Pedro,25,Barcelona,Marketing,59808,6
613,Luis,30,Malaga,HR,87997,11
595,Carmen,41,Sevilla,Sales,72445,16
589,Luis,35,Malaga,Finance,36013,6
605,Juan,24,Sevilla,HR,62852,2
614,Maria,38,Barcelona,Marketing,58287,15
596,Pedro,34,Barcelona,Marketing,31763,6
590,Ana,40,Barcelona,Finance,86893,13
606,Juan,43,Malaga,Sales,31404,6
615,Ana,43,Valencia,Finance,95206,18
597,Luis,40,Barcelona,Finance,38431,5
621,Luis,54,Sevilla,HR,53756,15
607,Maria,51,Valencia,Marketing,74855,3
616,Maria,62,Malaga,Operations,63549,15
598,Maria,44,Barcelona,HR,30149,2
622,Carlos,21,Madrid,HR,94914,1
608,Maria,57,Valencia,Sales,44438,15
617,Carlos,42,Malaga,IT,63176,16
